# Time (s),X (m),Y (m),Z (m),Vx (m/s),Vy (m/s),Vz (m/s),Ax (m/s²),Ay (m/s²),Az (m/s²)
8.716304,497.593215,-232.969093,4535.505527,60.061449,-28.333155,397.580016,-2.279381,0.882629,-26.659088
8.744768,499.301887,-233.775216,4546.811483,59.996879,-28.308605,396.822328,-2.257828,0.843902,-26.580337
8.773232,501.008730,-234.580655,4558.095902,59.932888,-28.285021,396.066791,-2.238244,0.815548,-26.501275
8.801696,502.713759,-235.385434,4569.358846,59.869418,-28.262065,395.313562,-2.221973,0.800506,-26.421564
8.830160,504.416985,-236.189562,4580.600368,59.806214,-28.239278,394.561540,-2.220586,0.804069,-26.422735
8.858625,506.118415,-236.993040,4591.820506,59.743160,-28.216270,393.810806,-2.212638,0.816179,-26.340845
8.887089,507.818053,-237.795857,4603.019304,59.680227,-28.192744,393.062034,-2.208527,0.838337,-26.258357
8.915553,509.515900,-238.597995,4614.196819,59.617373,-28.168492,392.315671,-2.207312,0.866357,-26.175659
8.944017,511.211958,-239.399430,4625.353115,59.554467,-28.143387,391.571208,-2.213284,0.897764,-26.135461
8.975684,513.096768,-240.290196,4637.739969,59.484342,-28.114481,390.744819,-2.216245,0.926796,-26.062685
9.007351,514.979357,-241.180033,4650.100690,59.414115,-28.084779,389.920510,-2.217493,0.946206,-25.990927
9.039018,516.859721,-242.068921,4662.435344,59.343905,-28.054662,389.098540,-2.215652,0.952955,-25.920715
9.070685,518.737863,-242.956854,4674.744001,59.273831,-28.024555,388.278886,-2.209970,0.946469,-25.852018
9.102352,520.613789,-243.843840,4687.026736,59.203999,-27.994849,387.461366,-2.200417,0.928424,-25.784733
9.134020,522.487510,-244.729895,4699.283616,59.134513,-27.965850,386.645879,-2.187613,0.902261,-25.718597
9.172473,524.759840,-245.804628,4714.132601,59.050728,-27.931850,385.658352,-2.169335,0.866123,-25.639416
9.210927,527.028963,-246.878080,4728.943679,58.967749,-27.899238,384.674478,-2.145816,0.831369,-25.525779
9.249381,529.294909,-247.950300,4743.716983,58.885439,-27.867698,383.693427,-2.136449,0.812119,-25.503946
9.287835,531.557701,-249.021322,4758.452615,58.803646,-27.836719,382.714903,-2.120331,0.802981,-25.402514
9.326288,533.817357,-250.091155,4773.150683,58.722307,-27.805771,381.739697,-2.108733,0.808337,-25.300446
9.364742,536.073891,-251.159789,4787.811306,58.641180,-27.774323,380.767307,-2.111652,0.829016,-25.275715
9.403196,538.327305,-252.227199,4802.434579,58.560146,-27.742063,379.797857,-2.104881,0.849734,-25.157455
9.441650,540.577604,-253.293351,4817.020634,58.479188,-27.708940,378.831765,-2.103896,0.871155,-25.076051
9.480103,542.824792,-254.358216,4831.569611,58.398319,-27.675125,377.869085,-2.101925,0.885610,-24.995652
9.531421,545.818904,-255.777273,4850.928186,58.290636,-27.629515,376.589409,-2.095204,0.888167,-24.890440
9.582739,548.807501,-257.193994,4870.221227,58.183429,-27.584273,375.314938,-2.082482,0.871440,-24.787217
9.622727,551.132459,-258.296332,4885.209404,58.100415,-27.549849,374.325350,-2.068872,0.849812,-24.705858
9.662714,553.454109,-259.397312,4900.158069,58.017984,-27.516358,373.338974,-2.053825,0.826707,-24.625253
9.702702,555.772474,-260.496973,4915.067352,57.936148,-27.483724,372.355747,-2.040023,0.807808,-24.552453
9.742690,558.087580,-261.595343,4929.937392,57.854896,-27.451718,371.375914,-2.024452,0.794884,-24.454460
9.782677,560.399449,-262.692441,4944.768327,57.774200,-27.420034,370.399893,-2.011356,0.790737,-24.356441
9.822665,562.708096,-263.788270,4959.560281,57.693836,-27.388287,369.426788,-2.009499,0.798203,-24.321822
9.862653,565.013536,-264.882825,4974.313396,57.613671,-27.356195,368.456350,-2.001251,0.807554,-24.223366
9.902640,567.315775,-265.976087,4989.027769,57.533702,-27.323635,367.489068,-1.996466,0.819696,-24.140865
9.942628,569.614817,-267.068036,5003.703513,57.453945,-27.290628,366.525289,-1.992112,0.830030,-24.060591
9.990107,572.340428,-268.362828,5021.078667,57.359532,-27.251047,365.385400,-1.985730,0.835704,-23.966403
10.037586,575.061566,-269.655738,5038.399821,57.265469,-27.211412,364.249892,-1.976899,0.832022,-23.873802
10.085065,577.778250,-270.946774,5055.667181,57.171865,-27.172161,363.118530,-1.965366,0.820013,-23.782762
10.132544,580.490504,-272.235962,5072.880924,57.078855,-27.133618,361.991389,-1.951865,0.803514,-23.692851
10.180023,583.198356,-273.523340,5090.041244,56.986538,-27.095890,360.868698,-1.936918,0.787149,-23.597352
10.227502,585.901843,-274.808944,5107.148369,56.894961,-27.058858,359.750851,-1.921065,0.774757,-23.489356
10.280107,588.892122,-276.231295,5126.040421,56.794127,-27.018236,358.516903,-1.914218,0.772178,-23.430988
10.322368,591.290618,-277.372444,5141.170996,56.713304,-26.985906,357.528724,-1.912435,0.756046,-23.335638
10.364630,593.685701,-278.512234,5156.259879,56.632504,-26.954102,356.544213,-1.911024,0.744423,-23.240761
10.406891,596.077366,-279.650685,5171.307207,56.551633,-26.922703,355.562841,-1.915313,0.743841,-23.206932
10.442492,598.089427,-280.608677,5183.950772,56.483569,-26.896269,354.738398,-1.908507,0.746469,-23.127840
10.478092,600.099069,-281.565727,5196.565036,56.415769,-26.869631,353.916430,-1.898456,0.753258,-23.049478
10.513693,602.106302,-282.521825,5209.150079,56.348342,-26.842660,353.096882,-1.888342,0.762873,-22.990255
10.549293,604.111142,-283.476955,5221.705985,56.281340,-26.815343,352.279601,-1.876051,0.771395,-22.927249
10.584894,606.113605,-284.431108,5234.232835,56.214783,-26.787762,351.464511,-1.863320,0.776985,-22.864774
10.629126,608.598276,-285.615222,5249.756449,56.132699,-26.753335,350.454843,-1.848500,0.777971,-22.787817
10.673358,611.079330,-286.797813,5265.235479,56.051212,-26.719037,349.448545,-1.836347,0.771744,-22.711533
10.717590,613.556791,-287.978895,5280.670073,55.970189,-26.685160,348.445623,-1.827685,0.759568,-22.635561
10.761822,616.030676,-289.158492,5296.060379,55.889476,-26.651905,347.446077,-1.822387,0.744129,-22.559761
10.806054,618.500994,-290.336635,5311.406552,55.808970,-26.619359,346.450117,-1.817897,0.727903,-22.472473
10.850286,620.967756,-291.513353,5326.708756,55.728641,-26.587483,345.458081,-1.813767,0.714098,-22.380779
10.906929,624.121489,-293.018212,5346.240705,55.625857,-26.547308,344.192227,-1.815640,0.706697,-22.321873
10.963572,627.269406,-294.520806,5365.701103,55.523284,-26.507409,342.931362,-1.806078,0.704369,-22.205801
11.020215,630.411523,-296.021137,5385.090212,55.421089,-26.467319,341.674981,-1.800406,0.711388,-22.148481
11.076858,633.547869,-297.519187,5404.408298,55.319595,-26.426863,340.423746,-1.782796,0.716127,-22.030307
11.133501,636.678498,-299.014939,5423.655722,55.219359,-26.386295,339.180691,-1.753848,0.713379,-21.840623
11.190144,639.803495,-300.508399,5442.833032,55.120846,-26.346103,337.949119,-1.722634,0.703365,-21.627752
11.246788,642.922962,-301.999602,5461.940927,55.024109,-26.306703,336.730180,-1.694603,0.687805,-21.419402
11.303431,646.036997,-303.488602,5480.980134,54.928894,-26.268314,335.523170,-1.670077,0.668899,-21.215196
11.360074,649.145686,-304.975463,5499.951369,54.835271,-26.231132,334.329623,-1.634667,0.644140,-20.919167
11.369438,649.659102,-305.221068,5503.081178,54.819970,-26.225109,334.133813,-1.633528,0.642108,-20.902641
11.378802,650.172375,-305.466617,5506.209153,54.804684,-26.219108,333.938192,-1.632406,0.640151,-20.886138
11.388166,650.685505,-305.712110,5509.335297,54.789404,-26.213123,333.742698,-1.631294,0.638279,-20.869655
11.397531,651.198491,-305.957546,5512.459612,54.774132,-26.207154,333.547337,-1.630185,0.636502,-20.853193
11.406895,651.711335,-306.202927,5515.582098,54.758871,-26.201201,333.352131,-1.629070,0.634828,-20.836754
11.425623,652.736594,-306.693522,5521.821590,54.728377,-26.189338,332.962161,-1.626797,0.631811,-20.803947
11.444352,653.761283,-307.183895,5528.053784,54.697928,-26.177529,332.572820,-1.624423,0.629264,-20.771241
11.463080,654.785402,-307.674047,5534.278692,54.667528,-26.165763,332.184107,-1.621899,0.627204,-20.738640
11.481808,655.808951,-308.163980,5540.496325,54.637178,-26.154032,331.796009,-1.619187,0.625628,-20.706150
11.489852,656.248406,-308.374345,5543.164660,54.624158,-26.149002,331.629503,-1.617957,0.625095,-20.692230
11.497897,656.687757,-308.584671,5545.831656,54.611148,-26.143975,331.463108,-1.616684,0.624644,-20.678332
11.505941,657.127004,-308.794956,5548.497321,54.598363,-26.139039,331.298322,-1.575448,0.607889,-20.385398
11.515240,657.634643,-309.037995,5551.577165,54.583672,-26.133368,331.108497,-1.573938,0.607582,-20.369938
11.524539,658.142145,-309.280981,5554.655243,54.569028,-26.127713,330.919038,-1.572370,0.607367,-20.354522
11.533837,658.649512,-309.523915,5557.731560,54.554409,-26.122063,330.729797,-1.570743,0.607237,-20.339139
11.557034,659.914589,-310.129706,5565.398040,54.518012,-26.107971,330.258355,-1.566433,0.607192,-20.300898
11.580232,661.178824,-310.735169,5573.053594,54.481704,-26.093870,329.787686,-1.563306,0.608076,-20.273427
11.603429,662.442219,-311.340306,5580.698248,54.445584,-26.079793,329.318431,-1.553076,0.606329,-20.198693
11.638974,664.376530,-312.266938,5592.391268,54.390684,-26.058297,328.602595,-1.537115,0.603594,-20.085406
11.674519,666.308901,-313.192808,5604.058919,54.336342,-26.036903,327.890671,-1.521011,0.600426,-19.973590
11.710064,668.239351,-314.117920,5615.701338,54.282565,-26.015638,327.182667,-1.505025,0.596455,-19.863213
11.762439,671.080340,-315.479672,5632.810323,54.204340,-25.984597,326.146518,-1.482113,0.588764,-19.703117
11.814814,673.917258,-316.839809,5649.865225,54.127277,-25.954015,325.118686,-1.460585,0.578656,-19.545910
11.867189,676.750169,-318.198359,5666.866513,54.051292,-25.924015,324.099025,-1.440863,0.566555,-19.391437
11.919564,679.579127,-319.555355,5683.814614,53.976297,-25.894674,323.087391,-1.422864,0.553545,-19.239577
11.971939,682.404178,-320.910830,5700.709915,53.902040,-25.865933,322.082444,-1.412244,0.543428,-19.132400
12.024313,685.225352,-322.264811,5717.552712,53.828234,-25.837645,321.082405,-1.406644,0.536679,-19.058371
12.032146,685.646899,-322.467159,5720.066891,53.817220,-25.833445,320.933183,-1.405788,0.535853,-19.047348
12.039978,686.068361,-322.669474,5722.579908,53.806409,-25.829330,320.785388,-1.367368,0.519892,-18.779203
12.047810,686.489739,-322.871757,5725.091770,53.795671,-25.825248,320.638124,-1.366530,0.519192,-18.768613
12.061248,687.212395,-323.218702,5729.397097,53.777328,-25.818284,320.386156,-1.365008,0.518191,-18.750506
12.074686,687.934805,-323.565552,5733.699041,53.759006,-25.811332,320.134431,-1.363414,0.517339,-18.732441
12.125014,690.638677,-324.863936,5749.787158,53.690556,-25.785347,319.193352,-1.356932,0.515008,-18.665136
12.175342,693.339125,-326.161019,5765.828087,53.622781,-25.759566,318.257800,-1.339998,0.510242,-18.534289
12.225670,696.036187,-327.456810,5781.822108,53.555834,-25.733994,317.328502,-1.321957,0.506008,-18.402630
12.275998,698.729903,-328.751320,5797.769527,53.489781,-25.708637,316.405631,-1.303590,0.501712,-18.273216
12.326327,701.420318,-330.044559,5813.670665,53.424638,-25.683520,315.489171,-1.285313,0.496702,-18.145991
12.376655,704.107477,-331.336543,5829.525838,53.360394,-25.658689,314.579045,-1.267530,0.490569,-18.020875
12.426983,706.791425,-332.627286,5845.335362,53.297020,-25.634199,313.675161,-1.250553,0.483215,-17.897786
12.477311,709.472204,-333.916806,5861.099549,53.234472,-25.610105,312.777423,-1.234542,0.474836,-17.776645
12.527639,712.149854,-335.205126,5876.818706,53.172706,-25.586442,311.885734,-1.219483,0.465852,-17.657385
12.577968,714.824413,-336.492267,5892.493134,53.111680,-25.563228,311.000001,-1.205213,0.456796,-17.539958
12.628296,717.495935,-337.778256,5908.123244,53.051859,-25.540649,310.123462,-1.191524,0.448212,-17.424741
12.669007,719.654772,-338.817685,5920.734445,53.003930,-25.522666,309.418332,-1.172873,0.438755,-17.280941
12.709718,721.811661,-339.856384,5933.316974,52.956227,-25.504841,308.715461,-1.168992,0.435870,-17.237069
12.750430,723.966611,-340.894359,5945.870925,52.908713,-25.487128,308.014524,-1.164861,0.433673,-17.193480
12.799558,726.564545,-342.145984,5960.982583,52.852096,-25.466043,307.174242,-1.144911,0.426094,-17.044833
12.848686,729.159715,-343.396580,5976.053097,52.796186,-25.445204,306.339340,-1.130870,0.421698,-16.939528
12.897815,731.752156,-344.646157,5991.082721,52.740979,-25.424580,305.509626,-1.116565,0.417639,-16.835877
12.958312,734.940813,-346.183514,6009.534510,52.673968,-25.399472,304.494919,-1.098778,0.412667,-16.710460
13.018809,738.125442,-347.719361,6027.925098,52.608026,-25.374686,303.487750,-1.081165,0.407074,-16.587417
13.079306,741.306114,-349.253720,6046.254983,52.543130,-25.350263,302.487941,-1.064142,0.400414,-16.466651
13.139804,744.482892,-350.786614,6064.524614,52.479240,-25.326271,301.495359,-1.048009,0.392676,-16.348062
13.206614,747.986730,-352.477806,6084.631286,52.409784,-25.300341,300.407443,-1.031355,0.383277,-16.219522
13.273425,751.485966,-354.167286,6104.665566,52.341411,-25.275043,299.328026,-1.015733,0.373810,-16.093440
13.340235,754.980669,-355.855096,6124.628007,52.274061,-25.250356,298.256955,-1.000628,0.365250,-15.969771
13.407046,758.470904,-357.541275,6144.519154,52.207695,-25.226193,297.193921,-0.986148,0.358476,-15.853109
13.473856,761.956737,-359.225854,6164.339537,52.142309,-25.202438,296.138613,-0.971226,0.353224,-15.739295
13.540667,765.438236,-360.908857,6184.089667,52.077935,-25.178997,295.090813,-0.955701,0.348880,-15.627712
13.607477,768.915467,-362.590304,6203.770028,52.014544,-25.155810,294.049981,-0.941781,0.345332,-15.530616
13.674288,772.388492,-364.270209,6223.381061,51.952045,-25.132859,293.015336,-0.929504,0.341626,-15.444774
13.741098,775.857369,-365.948590,6242.923165,51.890350,-25.110187,291.986369,-0.917840,0.336793,-15.360292
13.807909,779.322150,-367.625467,6262.396707,51.829376,-25.087859,290.962797,-0.907616,0.331170,-15.280678
13.874719,782.782876,-369.300864,6281.802020,51.768968,-25.065894,289.943925,-0.901021,0.326147,-15.220103
13.962980,787.348517,-371.511921,6307.333351,51.689855,-25.037400,288.604341,-0.892919,0.319847,-15.141097
14.051240,791.907207,-373.720486,6332.746748,51.611422,-25.009394,287.271448,-0.884890,0.315079,-15.064715
14.139500,796.459006,-375.926595,6358.042799,51.533678,-24.981723,285.944945,-0.876656,0.312251,-14.993339
14.227760,801.003977,-378.130273,6383.222057,51.456695,-24.954259,284.624703,-0.867539,0.310438,-14.923076
14.316020,805.542190,-380.331535,6408.285062,51.380533,-24.926953,283.310630,-0.858066,0.308452,-14.853899
14.404281,810.073717,-382.530396,6433.232352,51.305196,-24.899861,282.002633,-0.849000,0.305307,-14.785727
14.492541,814.598627,-384.726880,6458.064459,51.230626,-24.873099,280.700619,-0.840891,0.300753,-14.718470
14.580801,819.116985,-386.921021,6482.781911,51.156732,-24.846776,279.404503,-0.833769,0.295367,-14.652069
14.669061,823.628850,-389.112858,6507.385225,51.083443,-24.820932,278.114207,-0.827177,0.290150,-14.586520
14.757321,828.134273,-391.302433,6531.874912,51.010738,-24.795513,276.829656,-0.820391,0.286053,-14.521867
14.845582,832.633306,-393.489779,6556.251474,50.938655,-24.770402,275.550771,-0.812851,0.283415,-14.458164
14.933842,837.126007,-395.674918,6580.515409,50.867267,-24.745480,274.277466,-0.804497,0.281764,-14.395436
15.022102,841.612440,-397.857865,6604.667205,50.796636,-24.720692,273.009656,-0.795789,0.280096,-14.333656
15.110362,846.092672,-400.038632,6628.707343,50.726767,-24.696078,271.747260,-0.787430,0.277466,-14.272749
15.198622,850.566768,-402.217238,6652.636298,50.657607,-24.671742,270.490203,-0.779965,0.273519,-14.212634
15.286883,855.034789,-404.393711,6676.454538,50.589070,-24.647795,269.238418,-0.773475,0.268671,-14.153256
15.375143,859.496795,-406.568075,6700.162523,50.521289,-24.623955,267.991765,-0.762548,0.271768,-14.096416
15.392795,860.388481,-407.002696,6704.890929,50.507847,-24.619153,267.743034,-0.760323,0.272576,-14.085192
15.410447,861.279929,-407.437231,6709.614947,50.494444,-24.614336,267.494500,-0.758206,0.273247,-14.073988
15.428099,862.171141,-407.871682,6714.334580,50.481077,-24.609509,267.246164,-0.756209,0.273758,-14.062805
15.463403,863.952860,-408.740327,6723.760707,50.454440,-24.599840,266.750083,-0.752619,0.274218,-14.040497
15.498707,865.733640,-409.608631,6733.169337,50.427919,-24.590171,266.254788,-0.749573,0.273899,-14.018265
15.534011,867.513486,-410.476594,6742.560495,50.401496,-24.580528,265.760277,-0.747057,0.272793,-13.996113
15.610579,871.370433,-412.357881,6762.868237,50.344428,-24.559853,264.690449,-0.742966,0.268237,-13.948379
15.662625,873.989643,-413.635760,6776.625406,50.305800,-24.546025,263.965330,-0.740991,0.263816,-13.916193
15.714670,876.606846,-414.912925,6790.344877,50.267275,-24.532430,263.241879,-0.739223,0.258960,-13.884253
15.766716,879.222045,-416.189389,6804.026738,50.228852,-24.519077,262.520083,-0.737290,0.254235,-13.852582
15.840695,882.935917,-418.002599,6823.409880,50.174439,-24.500477,261.496931,-0.733777,0.248532,-13.808057
15.914674,886.645775,-419.814443,6842.717437,50.120367,-24.482220,260.477196,-0.728171,0.244817,-13.760583
15.973361,889.585921,-421.250800,6857.980290,50.077760,-24.467870,259.670515,-0.723666,0.244242,-13.730174
16.032048,892.523576,-422.686316,6873.195863,50.035470,-24.453530,258.865790,-0.717549,0.244856,-13.695702
16.090734,895.458760,-424.120988,6888.364269,49.993543,-24.439127,258.063029,-0.711035,0.246435,-13.661981
16.149421,898.391494,-425.554814,6903.485622,49.951998,-24.424623,257.262233,-0.704526,0.248253,-13.628542
16.217335,901.782303,-427.213009,6920.925873,49.904381,-24.407725,256.337969,-0.697591,0.249722,-13.590154
16.285249,905.169893,-428.870055,6938.303442,49.857202,-24.390771,255.416304,-0.691748,0.249744,-13.552060
16.353162,908.554292,-430.525951,6955.618504,49.810382,-24.373870,254.497218,-0.687173,0.247940,-13.514248
16.421076,911.935520,-432.180705,6972.871235,49.763838,-24.357142,253.580690,-0.683715,0.244437,-13.476732
16.479816,914.857473,-433.611029,6987.743363,49.723748,-24.342900,252.790006,-0.681269,0.240537,-13.444642
16.538556,917.777075,-435.040523,7002.569109,49.683778,-24.328888,252.001084,-0.679443,0.236578,-13.415749
16.597296,920.694334,-436.469201,7017.348567,49.643928,-24.315097,251.213870,-0.677394,0.232876,-13.387097
16.714776,926.521849,-439.324146,7046.768967,49.564675,-24.288056,249.644510,-0.671938,0.227418,-13.330552
16.790516,930.273960,-441.163071,7065.638855,49.513972,-24.270879,248.636226,-0.666980,0.226123,-13.294657
16.866257,934.022246,-443.000698,7084.432478,49.463675,-24.253747,247.630638,-0.661031,0.226489,-13.259178
16.941997,937.766740,-444.837026,7103.150042,49.413843,-24.236555,246.627720,-0.654584,0.227847,-13.224069
17.017737,941.507476,-446.672049,7121.791747,49.364495,-24.219259,245.627448,-0.648258,0.229270,-13.189278
17.093477,945.244493,-448.505760,7140.357792,49.315603,-24.201881,244.629800,-0.642608,0.229878,-13.154758
17.169217,948.977820,-450.338155,7158.848373,49.267106,-24.184503,243.634758,-0.637969,0.229086,-13.120484
17.244957,952.707487,-452.169238,7177.263688,49.218926,-24.167235,242.642302,-0.634371,0.226753,-13.086457
17.320697,956.433514,-453.999021,7195.603931,49.170994,-24.150184,241.652413,-0.631558,0.223191,-13.052696
17.396437,960.155920,-455.827523,7213.869296,49.123264,-24.133422,240.665069,-0.629073,0.219046,-13.019238
17.472177,963.874718,-457.654766,7232.059976,49.075727,-24.116969,239.680246,-0.626409,0.215090,-12.986121
17.558827,968.124764,-459.743688,7252.779471,49.021621,-24.098470,238.556628,-0.622610,0.211652,-12.948684
17.645476,972.370138,-461.831017,7273.401745,48.967885,-24.080205,237.436233,-0.617751,0.209859,-12.911740
17.732126,976.610876,-463.916768,7293.927076,48.914604,-24.062038,236.319019,-0.611940,0.209641,-12.875269
17.818776,980.847019,-466.000944,7314.355737,48.861845,-24.043852,235.204947,-0.605608,0.210415,-12.839227
17.925606,986.063521,-468.568361,7339.409651,48.797551,-24.021328,233.835676,-0.597930,0.211481,-12.795306
18.013132,990.332270,-470.670032,7359.827284,48.745466,-24.002811,232.717321,-0.592414,0.211400,-12.759686
18.100657,994.596480,-472.770085,7380.147169,48.693827,-23.984352,231.602070,-0.587952,0.209834,-12.724365
18.188183,998.856187,-474.868529,7400.369575,48.642537,-23.966091,230.489896,-0.584466,0.206817,-12.689349
18.275709,1003.111418,-476.965386,7420.494772,48.591523,-23.948141,229.380773,-0.581513,0.202955,-12.654675
18.363234,1007.362196,-479.060686,7440.523024,48.540758,-23.930543,228.274669,-0.578493,0.199136,-12.620389
18.450760,1011.608542,-481.154460,7460.454594,48.490275,-23.913255,227.171547,-0.574896,0.196156,-12.586527
18.538285,1015.850484,-483.246732,7480.289742,48.440139,-23.896178,226.071371,-0.570479,0.194439,-12.553103
18.625811,1020.088056,-485.337514,7500.028725,48.390423,-23.879197,224.974101,-0.565317,0.193938,-12.520100
18.725856,1024.926489,-487.725554,7522.473814,48.334174,-23.859795,223.723388,-0.558939,0.194268,-12.482847
18.825902,1029.759326,-490.111652,7544.793961,48.278564,-23.840346,222.476379,-0.552675,0.194646,-12.446035
18.925948,1034.586630,-492.495803,7566.989533,48.223556,-23.820888,221.233034,-0.547075,0.194206,-12.409571
19.025993,1039.408457,-494.878012,7589.060896,48.169070,-23.801529,219.993320,-0.542392,0.192497,-12.373428
19.126039,1044.224856,-497.258293,7611.008412,48.115013,-23.782396,218.757203,-0.538518,0.189622,-12.337662
19.226085,1049.035866,-499.636676,7632.832439,48.061328,-23.763591,217.524691,-0.534856,0.186067,-12.301360
19.326130,1053.841524,-502.013194,7654.533340,48.008010,-23.745145,216.295797,-0.531010,0.182635,-12.265177
19.426176,1058.641868,-504.387882,7676.111475,47.955096,-23.727014,215.070502,-0.526643,0.179997,-12.229514
19.548372,1064.497877,-507.285889,7702.301045,47.891102,-23.705158,213.578729,-0.520452,0.178173,-12.186720
19.640535,1068.909463,-509.469871,7721.933395,47.843365,-23.688774,212.457034,-0.515236,0.177742,-12.154938
19.732698,1073.316672,-511.652345,7741.462500,47.796115,-23.672413,211.338249,-0.509865,0.177692,-12.123555
19.824861,1077.719548,-513.833313,7760.888628,47.749355,-23.656056,210.222338,-0.504662,0.177553,-12.092558
19.917024,1082.118135,-516.012775,7780.212042,47.703061,-23.639728,209.109268,-0.499882,0.176914,-12.061888
20.032991,1087.646731,-518.753005,7804.380651,47.645398,-23.619316,207.712712,-0.494650,0.175083,-12.023755
20.126992,1092.123306,-520.972497,7823.852955,47.599078,-23.602956,206.583893,-0.491026,0.172751,-11.993230
20.220994,1096.595543,-523.190460,7843.219283,47.553087,-23.586833,205.457928,-0.487735,0.169944,-11.963044
20.314996,1101.063473,-525.406920,7862.479901,47.507402,-23.570978,204.334783,-0.484502,0.167061,-11.933233
20.408998,1105.527123,-527.621900,7881.635072,47.462027,-23.555384,203.214421,-0.481056,0.164511,-11.903822
20.543533,1111.908100,-530.789443,7908.866950,47.397691,-23.533417,201.615733,-0.475431,0.161962,-11.862407
20.643097,1116.624848,-533.131717,7928.881839,47.350585,-23.517347,200.436169,-0.470690,0.161036,-11.832293
20.742661,1121.336930,-535.472396,7948.779434,47.303963,-23.501347,199.259584,-0.465624,0.160707,-11.802595
20.842225,1126.044395,-537.811483,7968.560031,47.257847,-23.485369,198.085936,-0.460487,0.160612,-11.773275
20.941789,1130.747292,-540.148982,7988.223920,47.212236,-23.469405,196.915188,-0.455570,0.160332,-11.744329
21.060839,1136.364703,-542.941889,8011.583577,47.158312,-23.450387,195.519064,-0.450266,0.159285,-11.710140
21.179889,1141.975730,-545.732542,8034.777265,47.104985,-23.431538,194.126982,-0.445700,0.157260,-11.676404
21.298939,1147.580440,-548.520967,8057.805464,47.052175,-23.412965,192.738888,-0.441734,0.154418,-11.643137
21.417990,1153.178891,-551.307201,8080.668645,46.999825,-23.394747,191.354725,-0.438032,0.151225,-11.610345
21.537040,1158.771137,-554.091286,8103.367271,46.947920,-23.376899,189.974435,-0.434202,0.148266,-11.578085
21.656090,1164.357233,-556.873265,8125.901801,46.896490,-23.359372,188.597954,-0.429931,0.146012,-11.546352
21.775140,1169.937238,-559.653170,8148.272684,46.845594,-23.342070,187.225220,-0.425112,0.144651,-11.515149
21.894191,1175.511219,-562.431023,8170.480363,46.795291,-23.324894,185.856172,-0.419861,0.144046,-11.484454
22.013241,1181.079249,-565.206836,8192.525273,46.745621,-23.307771,184.490749,-0.414452,0.143810,-11.454232
22.132291,1186.641401,-567.980613,8214.407839,46.696576,-23.290679,183.128857,-0.409356,0.143517,-11.425070
22.251341,1192.197749,-570.752360,8236.128479,46.648117,-23.273648,181.770423,-0.404690,0.142709,-11.396283
22.370392,1197.748360,-573.522088,8257.687600,46.600186,-23.256749,180.415392,-0.400573,0.141189,-11.367865
22.489442,1203.293292,-576.289816,8279.085605,46.552720,-23.240062,179.063720,-0.396948,0.139010,-11.339814
22.593132,1208.118204,-578.698832,8297.591785,46.511714,-23.225761,177.889147,-0.394012,0.136816,-11.315689
22.696821,1212.938882,-581.106378,8315.976332,46.471009,-23.211689,176.717055,-0.391105,0.134610,-11.291879
22.800511,1217.755358,-583.512477,8334.239481,46.430614,-23.197832,175.547415,-0.388086,0.132601,-11.268382
22.952856,1224.824357,-587.045027,8360.852676,46.371855,-23.177812,173.833322,-0.383304,0.130240,-11.234434
23.070719,1230.287246,-589.775937,8381.263268,46.326915,-23.162536,172.510719,-0.379234,0.129043,-11.208649
23.188583,1235.744867,-592.505054,8401.518153,46.282467,-23.147378,171.191133,-0.374894,0.128330,-11.183257
23.306446,1241.197280,-595.232390,8421.617690,46.238537,-23.132288,169.874515,-0.370440,0.127890,-11.158251
23.424309,1246.644546,-597.957952,8441.562222,46.195129,-23.117250,168.560823,-0.366056,0.127446,-11.133593
23.557501,1252.794106,-601.035844,8463.914400,46.146677,-23.100335,167.079747,-0.361435,0.126644,-11.106290
23.690692,1258.937252,-604.111492,8486.069552,46.098813,-23.083555,165.602265,-0.357301,0.125339,-11.079632
23.823884,1265.074058,-607.184919,8508.028151,46.051476,-23.066978,164.128308,-0.353590,0.123506,-11.053396
23.957075,1271.204592,-610.256154,8529.790662,46.004611,-23.050662,162.657793,-0.350253,0.121345,-11.027900
24.111755,1278.316443,-613.820189,8554.818824,45.950907,-23.031948,160.954204,-0.344143,0.120596,-10.999483
24.133975,1279.337355,-614.331913,8558.392399,45.943277,-23.029264,160.709846,-0.342778,0.120889,-10.995592
24.156194,1280.358098,-614.843577,8561.960546,45.935675,-23.026574,160.465574,-0.341439,0.121168,-10.991706
24.178413,1281.378673,-615.355181,8565.523267,45.928103,-23.023879,160.221389,-0.340131,0.121429,-10.987824
24.222852,1283.419318,-616.378210,8572.632435,45.913044,-23.018473,159.733278,-0.337630,0.121882,-10.980068
24.267291,1285.459297,-617.400998,8579.719919,45.898091,-23.013049,159.245512,-0.335314,0.122223,-10.972316
24.311729,1287.498613,-618.423545,8586.785734,45.883238,-23.007613,158.758090,-0.333214,0.122428,-10.964561
24.356168,1289.537272,-619.445851,8593.829898,45.868472,-23.002171,158.271013,-0.331353,0.122481,-10.956799
24.451436,1293.905585,-621.636674,8608.858416,45.837064,-22.990517,157.227970,-0.328209,0.122051,-10.940130
24.546704,1298.270920,-623.826389,8623.787641,45.805904,-22.978936,156.186517,-0.326193,0.120888,-10.923432
24.641973,1302.633295,-626.015008,8638.617725,45.774892,-22.967496,155.146655,-0.325092,0.119115,-10.906725
