# Time (s),X (m),Y (m),Z (m),Vx (m/s),Vy (m/s),Vz (m/s),Ax (m/s²),Ay (m/s²),Az (m/s²)
3.385562,136.494010,-63.490487,1965.692589,75.290497,-35.427877,566.170040,3.772276,-1.859447,17.896847
3.388923,136.747045,-63.609553,1967.595306,75.303016,-35.434047,566.228945,3.677200,-1.812057,17.150555
3.392283,137.000122,-63.728640,1969.498218,75.315311,-35.440103,566.286060,3.625454,-1.785391,16.729960
3.397444,137.388850,-63.911559,1972.420871,75.333832,-35.449219,566.370881,3.544988,-1.743985,16.084368
3.402605,137.777672,-64.094525,1975.343953,75.351921,-35.458114,566.452272,3.463289,-1.702036,15.439162
3.407765,138.166586,-64.277536,1978.267446,75.369580,-35.466788,566.530302,3.380342,-1.659560,14.794386
3.425448,139.499771,-64.904904,1988.286929,75.426748,-35.494813,566.772464,3.086542,-1.510420,12.588130
3.443130,140.833914,-65.532742,1998.310315,75.478813,-35.520265,566.977367,2.798891,-1.366062,10.534813
3.444952,140.971505,-65.597492,1999.343852,75.483916,-35.522755,566.996583,2.791071,-1.361710,10.491263
3.446775,141.109106,-65.662248,2000.377424,75.488998,-35.525234,567.015685,2.783119,-1.357320,10.447745
3.448598,141.246717,-65.727007,2001.411031,75.494065,-35.527705,567.034696,2.775038,-1.352894,10.404253
3.452244,141.521965,-65.856540,2003.478348,75.504153,-35.532621,567.072477,2.758507,-1.343945,10.317338
3.455890,141.797251,-65.986091,2005.545803,75.514179,-35.537504,567.109935,2.741504,-1.334878,10.230517
3.459535,142.072572,-66.115660,2007.613394,75.524141,-35.542354,567.147076,2.724056,-1.325709,10.143786
3.475886,143.307825,-66.696987,2016.888148,75.567996,-35.563688,567.309772,2.641748,-1.284047,9.755640
3.492237,144.543782,-67.278656,2026.165502,75.610461,-35.584341,567.466129,2.554492,-1.242255,9.368598
3.508588,145.780421,-67.860657,2035.445358,75.651495,-35.604322,567.616158,2.465879,-1.201429,8.982093
3.528808,147.310569,-68.580804,2046.924160,75.700818,-35.627968,567.793084,2.407472,-1.138762,8.517315
3.549028,148.841703,-69.301418,2058.406436,75.748644,-35.650282,567.958343,2.330187,-1.067828,7.849405
3.565532,150.092151,-69.889923,2067.780896,75.785894,-35.667186,568.078487,2.192557,-0.981862,6.744604
3.582035,151.343197,-70.478698,2077.157207,75.821010,-35.682788,568.181358,2.054208,-0.904056,5.640008
3.598539,152.594804,-71.067720,2086.535076,75.853814,-35.697155,568.265809,1.913972,-0.834733,4.535858
3.601840,152.845190,-71.185552,2088.410809,75.860086,-35.699890,568.280425,1.885598,-0.821892,4.315108
3.605141,153.095596,-71.303393,2090.286589,75.866263,-35.702582,568.294307,1.857103,-0.809366,4.094380
3.608441,153.346022,-71.421243,2092.162413,75.872345,-35.705234,568.307458,1.828489,-0.797142,3.873686
3.615043,153.846932,-71.656968,2095.914166,75.883742,-35.710189,568.327959,1.660904,-0.721027,2.610728
3.621644,154.347912,-71.892723,2099.666021,75.894002,-35.714631,568.339914,1.468220,-0.634179,1.163628
3.628246,154.848956,-72.128506,2103.417923,75.903034,-35.718525,568.342653,1.275155,-0.548281,-0.283069
3.638783,155.648826,-72.504907,2109.406600,75.914822,-35.723584,568.327368,0.966161,-0.412776,-2.591454
3.649321,156.448801,-72.881354,2115.394978,75.923361,-35.727229,568.287861,0.656284,-0.278840,-4.898503
3.659858,157.248848,-73.257831,2121.382805,75.928593,-35.729448,568.223764,0.339572,-0.143000,-7.249721
3.677864,158.616026,-73.901177,2131.612712,75.929954,-35.729999,568.058050,-0.192308,0.082964,-11.183621
3.680672,158.829257,-74.001517,2133.207926,75.929298,-35.729717,568.025786,-0.275357,0.118240,-11.796587
3.683480,159.042485,-74.101855,2134.803047,75.928408,-35.729335,567.991798,-0.358418,0.153559,-12.409396
3.686289,159.255711,-74.202191,2136.398070,75.927285,-35.728854,567.956090,-0.441488,0.188932,-13.022049
3.691905,159.682151,-74.402861,2139.587803,75.924591,-35.727715,567.881402,-0.540289,0.227532,-13.742102
3.697522,160.108575,-74.603523,2142.777109,75.921483,-35.726425,567.803730,-0.590259,0.242937,-14.095059
3.703138,160.534981,-74.804178,2145.965972,75.918049,-35.725027,567.723741,-0.640297,0.258728,-14.447769
3.712102,161.215462,-75.124396,2151.054296,75.911971,-35.722597,567.591857,-0.720188,0.284915,-15.010214
3.721066,161.895884,-75.444591,2156.141412,75.905164,-35.719920,567.454840,-0.800018,0.312466,-15.572110
3.730029,162.576243,-75.764761,2161.227278,75.897638,-35.716987,567.312756,-0.879658,0.341551,-16.133468
3.750412,164.123003,-76.492675,2172.786887,75.877889,-35.709261,566.970965,-1.059124,0.414060,-17.407978
3.770794,165.669319,-77.220412,2184.339233,75.854516,-35.699954,566.603208,-1.235642,0.495328,-18.679880
3.791176,167.215123,-77.947941,2195.883814,75.827647,-35.688935,566.209993,-1.404046,0.582557,-19.916456
3.818305,169.271653,-78.915886,2211.236585,75.786716,-35.671401,565.647991,-1.618156,0.706138,-21.531396
3.821314,169.499652,-79.023201,2212.938251,75.781798,-35.669247,565.582828,-1.649163,0.724211,-21.768419
3.824322,169.727635,-79.130510,2214.639722,75.776776,-35.667034,565.516877,-1.686322,0.745391,-22.052545
3.827331,169.955604,-79.237811,2216.340993,75.771646,-35.664759,565.450093,-1.723380,0.766635,-22.336586
3.833348,170.411494,-79.452394,2219.742922,75.761053,-35.660017,565.313970,-1.797217,0.809267,-22.904459
3.839365,170.867318,-79.666946,2223.144021,75.750018,-35.655018,565.174441,-1.870681,0.852034,-23.472022
3.845382,171.323075,-79.881468,2226.544270,75.738542,-35.649762,565.031500,-1.943799,0.894862,-24.039277
3.848717,171.575624,-80.000342,2228.428256,75.731925,-35.646699,564.950287,-1.984138,0.918601,-24.353484
3.852052,171.828151,-80.119206,2230.311968,75.725174,-35.643556,564.868026,-2.024381,0.942306,-24.667587
3.858721,172.333158,-80.356911,2234.078826,75.711194,-35.637012,564.699815,-2.152112,1.012605,-25.654167
3.859368,172.382121,-80.379957,2234.444020,75.709793,-35.636352,564.683155,-2.165929,1.020116,-25.760786
3.859636,172.402435,-80.389519,2234.595528,75.709211,-35.636077,564.676232,-2.171660,1.023231,-25.805018
3.859905,172.422748,-80.399080,2234.747035,75.708626,-35.635802,564.669296,-2.177391,1.026346,-25.849250
3.860012,172.430873,-80.402905,2234.807637,75.708117,-35.635558,564.664436,-4.747931,2.272436,-45.284743
3.860121,172.439167,-80.406809,2234.869493,75.707597,-35.635309,564.659475,-4.747761,2.272493,-45.283917
3.860231,172.447460,-80.410712,2234.931349,75.707077,-35.635060,564.654515,-4.747591,2.272550,-45.283092
3.861326,172.530391,-80.449748,2235.549876,75.701877,-35.632571,564.604913,-4.745886,2.273116,-45.274836
3.862422,172.613317,-80.488780,2236.168350,75.696679,-35.630080,564.555321,-4.744177,2.273677,-45.266584
3.863517,172.696236,-80.527810,2236.786769,75.691483,-35.627589,564.505738,-4.742464,2.274232,-45.258336
3.874472,173.525119,-80.917958,2242.967972,75.639597,-35.602633,564.010184,-4.731459,2.282446,-45.224150
3.885426,174.353435,-81.307833,2249.143749,75.587849,-35.577600,563.515122,-4.715442,2.287353,-45.154550
3.896381,175.181185,-81.697433,2255.314108,75.536281,-35.552522,563.020853,-4.699314,2.290922,-45.085220
3.907336,176.008371,-82.086758,2261.479056,75.484890,-35.527414,562.527342,-4.683256,2.292894,-45.016146
3.947670,179.049216,-83.517873,2284.131724,75.297130,-35.435019,560.716729,-4.627295,2.284880,-44.764591
3.988004,182.082531,-84.945277,2306.711566,75.111452,-35.343426,558.916205,-4.580347,2.253382,-44.515693
4.028339,185.108392,-86.369017,2329.218996,74.927537,-35.253435,557.126268,-4.539374,2.205797,-44.233732
4.068673,188.126863,-87.789162,2351.654436,74.744958,-35.165282,555.346374,-4.516953,2.164436,-44.037488
4.089377,189.673392,-88.516751,2363.142721,74.651616,-35.120656,554.436175,-4.500099,2.145279,-43.888962
4.110081,191.217991,-89.243419,2374.612193,74.558628,-35.076383,553.529043,-4.482749,2.131183,-43.741056
4.130784,192.760668,-89.969172,2386.062907,74.465885,-35.032282,552.623991,-4.476383,2.128588,-43.688102
4.151870,194.329842,-90.707380,2397.705684,74.371720,-34.987435,551.704375,-4.455384,2.124873,-43.538327
4.172956,195.897035,-91.444643,2409.329104,74.278020,-34.942623,550.787908,-4.432258,2.125276,-43.389462
4.194041,197.462258,-92.180960,2420.933233,74.184830,-34.897776,549.874569,-4.407087,2.128262,-43.241587
4.215576,199.058768,-92.931970,2432.764466,74.090090,-34.851837,548.943982,-4.391938,2.138204,-43.186119
4.237110,200.653244,-93.681989,2444.575683,73.995822,-34.805761,548.015601,-4.363257,2.141045,-43.036639
4.258645,202.245695,-94.431016,2456.366941,73.902163,-34.759647,547.090330,-4.335356,2.141896,-42.897349
4.295664,204.978539,-95.716324,2476.590463,73.742471,-34.680484,545.506227,-4.292143,2.135943,-42.685376
4.332683,207.705498,-96.998710,2496.755486,73.584308,-34.601755,543.929937,-4.252646,2.118382,-42.475281
4.369702,210.426629,-98.278198,2516.862313,73.427598,-34.523861,542.362050,-4.213575,2.089748,-42.231501
4.379226,211.125759,-98.606907,2522.025826,73.387512,-34.503998,541.960142,-4.204268,2.081318,-42.167989
4.388750,211.824507,-98.935426,2527.185512,73.347455,-34.484188,541.558386,-4.207538,2.078841,-42.199462
4.398274,212.522873,-99.263758,2532.341372,73.307424,-34.464430,541.156783,-4.198801,2.070280,-42.135925
4.419976,214.112758,-100.011198,2544.075309,73.216512,-34.419704,540.243942,-4.179654,2.051597,-41.991633
4.441677,215.700674,-100.757672,2555.789470,73.126008,-34.375362,539.334225,-4.161134,2.034904,-41.848012
4.463378,217.286631,-101.503186,2567.483923,73.035906,-34.331350,538.427617,-4.142650,2.021081,-41.705074
4.492518,219.413085,-102.502719,2583.155601,72.915392,-34.272557,537.213766,-4.129059,2.013814,-41.608820
4.521657,221.536029,-103.500541,2598.791970,72.795047,-34.213973,536.004116,-4.131067,2.006861,-41.416675
4.550796,223.655462,-104.496658,2614.393163,72.674439,-34.155492,534.799459,-4.147317,2.007069,-41.266127
4.557165,224.118272,-104.714167,2617.798686,72.648019,-34.142708,534.536729,-4.148757,2.007344,-41.231421
4.563535,224.580913,-104.931596,2621.202536,72.621592,-34.129921,534.274219,-4.149329,2.007674,-41.196865
4.569904,225.043386,-105.148943,2624.604714,72.595165,-34.117132,534.011928,-4.148970,2.008024,-41.162468
4.586325,226.234902,-105.708904,2633.368105,72.527080,-34.084153,533.336727,-4.143536,2.008778,-41.074573
4.602746,227.425301,-106.268325,2642.120419,72.459140,-34.051165,532.662959,-4.131572,2.008997,-40.987826
4.619167,228.614586,-106.827203,2650.861682,72.391447,-34.018182,531.990604,-4.113421,2.008303,-40.902532
4.626799,229.166949,-107.086767,2654.920575,72.360094,-34.002857,531.678591,-4.103027,2.007580,-40.863258
4.634431,229.719072,-107.346214,2658.977088,72.328824,-33.987540,531.366877,-4.091539,2.006561,-40.824202
4.642062,230.270958,-107.605544,2663.031223,72.297646,-33.972231,531.055460,-4.079085,2.005227,-40.785348
4.656442,231.310151,-108.093845,2670.663392,72.239174,-33.943421,530.469505,-4.053561,2.001820,-40.712622
4.670822,232.348506,-108.581732,2678.287142,72.181083,-33.914669,529.884591,-4.026146,1.997243,-40.640420
4.685201,233.386029,-109.069207,2685.902490,72.123391,-33.885990,529.300713,-3.997917,1.991547,-40.568602
4.726728,236.377625,-110.474658,2707.847509,71.959044,-33.803739,527.620921,-3.916307,1.967976,-40.328746
4.768254,239.362460,-111.876714,2729.722957,71.797514,-33.722472,525.949714,-3.868536,1.946340,-40.174589
4.809780,242.340620,-113.275414,2751.529172,71.637525,-33.642154,524.286292,-3.839611,1.920752,-39.923305
4.851307,245.312148,-114.670798,2773.266496,71.478009,-33.562686,522.632020,-3.848125,1.907813,-39.765907
4.869066,246.580934,-115.266544,2782.541777,71.409654,-33.528852,521.926768,-3.850569,1.902015,-39.657741
4.886825,247.848507,-115.861692,2791.804550,71.341247,-33.495113,521.223434,-3.853219,1.897556,-39.549969
4.904584,249.114865,-116.456240,2801.054849,71.272808,-33.461444,520.522008,-3.854293,1.894134,-39.442835
4.933839,251.198295,-117.434341,2816.265822,71.160030,-33.406041,519.369859,-3.856178,1.893313,-39.323287
4.963094,253.278427,-118.410822,2831.443146,71.047415,-33.350684,518.221552,-3.843726,1.891081,-39.180144
4.992349,255.355273,-119.385685,2846.586936,70.935328,-33.295410,517.077394,-3.819657,1.887731,-39.039674
5.002786,256.095393,-119.733074,2851.981368,70.895522,-33.275717,516.670208,-3.808417,1.886063,-38.990182
5.013223,256.835098,-120.080259,2857.371553,70.855840,-33.256043,516.263538,-3.795987,1.884052,-38.940961
5.023659,257.574389,-120.427238,2862.757496,70.816293,-33.236392,515.857381,-3.782583,1.881680,-38.891984
5.031258,258.112378,-120.679730,2866.676115,70.787590,-33.222102,515.561995,-3.772331,1.879718,-38.856465
5.038856,258.650148,-120.932114,2870.592490,70.758966,-33.207827,515.266879,-3.761771,1.877558,-38.821049
5.046455,259.187701,-121.184390,2874.506624,70.730423,-33.193570,514.972031,-3.751000,1.875203,-38.785724
5.092793,262.461201,-122.720506,2898.327820,70.558154,-33.107093,513.180208,-3.682887,1.855792,-38.548081
5.139131,265.726784,-124.252635,2922.066217,70.388616,-33.021526,511.398048,-3.638044,1.837491,-38.384368
5.185469,268.984554,-125.780820,2945.722246,70.220872,-32.936898,509.625032,-3.604644,1.814096,-38.125031
5.231807,272.234573,-127.305105,2969.296356,70.054010,-32.853153,507.862577,-3.603153,1.801751,-37.960319
5.239380,272.765047,-127.553878,2973.141741,70.026724,-32.839514,507.575232,-3.601998,1.799334,-37.917888
5.246954,273.295316,-127.802548,2976.984951,69.999447,-32.825895,507.288208,-3.601042,1.797088,-37.875505
5.254528,273.825378,-128.051115,2980.825988,69.972177,-32.812292,507.001505,-3.600074,1.794992,-37.833197
5.287189,276.108790,-129.121827,2997.364814,69.854704,-32.753792,505.768812,-3.593611,1.787233,-37.651907
5.319849,278.388368,-130.190632,3013.863460,69.737435,-32.695464,504.541099,-3.587983,1.784328,-37.528182
5.352510,280.664122,-131.257533,3030.322081,69.620548,-32.637258,503.317789,-3.570695,1.779819,-37.382192
5.372989,282.089125,-131.925534,3040.621631,69.547589,-32.600844,502.553168,-3.555334,1.776510,-37.291900
5.393468,283.512637,-132.592791,3050.905541,69.474970,-32.564504,501.790387,-3.536912,1.772533,-37.202507
5.413946,284.934667,-133.259304,3061.173849,69.402753,-32.528254,501.029430,-3.516159,1.767725,-37.113793
5.422197,285.507189,-133.527634,3065.306580,69.373778,-32.513678,500.723351,-3.507326,1.765542,-37.078219
5.430448,286.079473,-133.795844,3069.436786,69.344876,-32.499120,500.417565,-3.498341,1.763219,-37.042727
5.438699,286.651518,-134.063935,3073.564471,69.316048,-32.484582,500.112072,-3.489284,1.760759,-37.007307
5.480526,289.547719,-135.421111,3094.450032,69.171077,-32.411241,498.568267,-3.442277,1.745353,-36.809490
5.522352,292.437891,-136.775233,3115.271174,69.027765,-32.338502,497.031488,-3.412522,1.733206,-36.686833
5.564179,295.322095,-138.126325,3136.028175,68.885634,-32.266353,495.501221,-3.382613,1.715489,-36.469969
5.606005,298.200377,-139.474413,3156.721358,68.744580,-32.194926,493.980336,-3.363579,1.700026,-36.253954
5.620091,299.168376,-139.927741,3163.675947,68.697151,-32.170967,493.469515,-3.370599,1.701583,-36.275196
5.634177,300.135707,-140.380731,3170.623344,68.649687,-32.147043,492.959056,-3.368691,1.695292,-36.202478
5.648263,301.102368,-140.833386,3177.563557,68.602083,-32.123344,492.449626,-3.390007,1.669836,-36.129228
5.664988,302.249263,-141.370420,3185.794746,68.545197,-32.095649,491.846086,-3.413173,1.641411,-36.042737
5.681713,303.395204,-141.906994,3194.015855,68.487969,-32.068395,491.243985,-3.431887,1.616391,-35.956940
5.698438,304.540185,-142.443116,3202.226905,68.430485,-32.041518,490.643312,-3.444496,1.595818,-35.871972
5.724679,306.334658,-143.283359,3215.089363,68.339840,-31.999862,489.702399,-3.461407,1.579904,-35.833874
5.744733,307.704488,-143.924783,3224.902921,68.270515,-31.968278,488.984900,-3.451670,1.572476,-35.734547
5.764788,309.072930,-144.565575,3234.702109,68.201479,-31.936754,488.269206,-3.430281,1.572843,-35.636655
5.784842,310.439992,-145.205735,3244.486962,68.132972,-31.905154,487.555451,-3.398855,1.579749,-35.540097
5.804897,311.805688,-145.845259,3254.257520,68.065175,-31.873370,486.843646,-3.359992,1.591317,-35.444675
5.827544,313.346339,-146.566703,3265.274248,67.989493,-31.837093,486.041115,-3.322838,1.613196,-35.431079
5.850192,314.885287,-147.287321,3276.272820,67.914828,-31.800387,485.240086,-3.273437,1.628798,-35.324484
5.872839,316.422555,-148.007104,3287.253275,67.841199,-31.763337,484.441108,-3.228778,1.640997,-35.219968
5.895487,317.958167,-148.726045,3298.215657,67.768472,-31.726066,483.644348,-3.194910,1.648333,-35.133635
5.918134,319.492140,-149.444140,3309.160017,67.696408,-31.688723,482.849687,-3.172010,1.648123,-35.046748
5.945862,321.367958,-150.322149,3322.534655,67.608686,-31.643150,481.879515,-3.160133,1.637057,-34.939473
5.973589,323.241346,-151.198900,3335.882434,67.521054,-31.598031,480.912270,-3.164664,1.615345,-34.831288
6.001316,325.112302,-152.074409,3349.203440,67.433145,-31.553643,479.948270,-3.178702,1.584758,-34.701386
6.029043,326.980814,-152.948700,3362.497767,67.344741,-31.510160,478.987853,-3.198461,1.550783,-34.569112
6.056771,328.846867,-153.821797,3375.765502,67.255631,-31.467540,478.029919,-3.229104,1.524010,-34.529867
6.084498,330.710439,-154.693723,3389.006708,67.165938,-31.425692,477.074535,-3.241029,1.496730,-34.399199
6.112225,332.571521,-155.564498,3402.221468,67.076009,-31.384470,476.122351,-3.241572,1.477545,-34.270289
6.139953,334.430108,-156.434135,3415.409860,66.986095,-31.343583,475.172545,-3.240391,1.473360,-34.235552
6.167680,336.286207,-157.302641,3428.571953,66.896591,-31.302792,474.225242,-3.214686,1.471808,-34.109862
6.195407,338.139834,-158.170016,3441.707823,66.807899,-31.261926,473.281040,-3.179200,1.476560,-33.985840
6.223134,339.991016,-159.036255,3454.817559,66.720285,-31.220877,472.340308,-3.138541,1.484423,-33.863147
6.255085,342.121154,-160.033013,3469.891711,66.620580,-31.173223,471.259223,-3.103642,1.498564,-33.814525
6.287035,344.248126,-161.028244,3484.931371,66.522110,-31.125293,470.181382,-3.064252,1.501680,-33.673944
6.318985,346.371969,-162.021942,3499.936658,66.424628,-31.077342,469.107313,-3.038997,1.497384,-33.548195
6.350936,348.492710,-163.014113,3514.907703,66.327806,-31.029705,468.037801,-3.023909,1.482074,-33.392681
6.382886,350.610361,-164.004769,3529.844634,66.231063,-30.982587,466.971671,-3.034546,1.465596,-33.343004
6.414836,352.724918,-164.993929,3544.747550,66.134069,-30.936189,465.908900,-3.041225,1.438869,-33.201928
6.446787,354.836371,-165.981621,3559.616575,66.036751,-30.890639,464.850157,-3.049725,1.411621,-33.061676
6.478737,356.944709,-166.967869,3574.451827,65.939030,-30.845836,463.794516,-3.065784,1.393331,-33.013614
6.510687,359.049921,-167.952696,3589.253401,65.841141,-30.801639,462.742153,-3.061688,1.375505,-32.875699
6.542638,361.152008,-168.936118,3604.021414,65.743492,-30.757874,461.693762,-3.047059,1.364965,-32.739687
6.574588,363.250984,-169.918147,3618.756000,65.646478,-30.714342,460.649749,-3.022488,1.361099,-32.605580
6.614042,365.838630,-171.128879,3636.904948,65.527748,-30.660545,459.364895,-2.994215,1.367950,-32.532232
6.653495,368.421619,-172.337487,3655.003308,65.410482,-30.606557,458.084967,-2.951612,1.370638,-32.369772
6.692949,371.000012,-173.543963,3673.051285,65.294751,-30.552476,456.810824,-2.914881,1.369083,-32.208316
6.700618,371.500647,-173.778218,3676.553449,65.272372,-30.541957,456.563570,-2.920687,1.373340,-32.267100
6.708286,372.001111,-174.012392,3680.053717,65.250005,-30.531436,456.316321,-2.915381,1.371771,-32.235610
6.715955,372.501403,-174.246486,3683.552089,65.227666,-30.520923,456.069231,-2.910563,1.369881,-32.204126
6.723624,373.001524,-174.480500,3687.048567,65.205360,-30.510425,455.822371,-2.906238,1.367668,-32.172656
6.738961,374.001254,-174.948285,3694.035852,65.160834,-30.489489,455.329371,-2.899041,1.362308,-32.109758
6.754298,375.000302,-175.415751,3701.015584,65.116404,-30.468647,454.837363,-2.893694,1.355773,-32.046925
6.769635,375.998669,-175.882898,3707.987778,65.072044,-30.447915,454.346328,-2.890017,1.348197,-31.984170
6.799035,377.910515,-176.777478,3721.331608,64.987109,-30.408535,453.407761,-2.886314,1.331704,-31.864199
6.822620,379.442426,-177.494294,3732.016346,64.918853,-30.377217,452.655967,-2.897081,1.322662,-31.857764
6.846205,380.972729,-178.210375,3742.683383,64.850558,-30.346208,451.905968,-2.896868,1.308010,-31.761802
6.869790,382.501421,-178.925729,3753.332758,64.782262,-30.315522,451.158067,-2.896025,1.294016,-31.666394
6.899143,384.401725,-179.815024,3766.561958,64.697306,-30.277760,450.230241,-2.892826,1.278340,-31.548544
6.928496,386.299534,-180.703214,3779.763936,64.612311,-30.240331,449.304413,-2.896896,1.271125,-31.520968
6.957849,388.194855,-181.590312,3792.938785,64.527684,-30.203302,448.381097,-2.871733,1.254047,-31.407075
6.987202,390.087703,-182.476330,3806.086581,64.443824,-30.166709,447.460812,-2.838947,1.238870,-31.294863
7.016555,391.978102,-183.361279,3819.207409,64.360911,-30.130482,446.543789,-2.806086,1.228952,-31.183136
7.045907,393.866074,-184.245166,3832.301339,64.278753,-30.094402,445.628660,-2.788026,1.229313,-31.160096
7.075260,395.751646,-185.127995,3845.368454,64.197284,-30.058367,444.715943,-2.764607,1.228266,-31.047487
7.104613,397.634836,-186.009768,3858.408824,64.116371,-30.022314,443.806227,-2.748890,1.229441,-30.934500
7.133966,399.515656,-186.890481,3871.422535,64.035818,-29.986220,442.899794,-2.740857,1.230778,-30.821279
7.163319,401.394110,-187.770134,3884.409659,63.955238,-29.950024,441.995305,-2.750456,1.235488,-30.796292
7.192672,403.270200,-188.648725,3897.370281,63.874546,-29.913833,441.093271,-2.752266,1.231560,-30.682945
7.222025,405.143921,-189.526256,3910.304470,63.793737,-29.877788,440.194186,-2.755218,1.223644,-30.574315
7.251378,407.015269,-190.402732,3923.212306,63.712826,-29.842013,439.297962,-2.758143,1.212563,-30.484922
7.283728,409.074931,-191.367488,3937.407618,63.623644,-29.803024,438.313352,-2.755800,1.196433,-30.387806
7.316078,411.131711,-192.330990,3951.571125,63.534613,-29.764582,437.331621,-2.747846,1.178812,-30.306856
7.348428,413.185618,-193.293259,3965.702931,63.446039,-29.726757,436.353203,-2.727436,1.158853,-30.189251
7.380778,415.236671,-194.254313,3979.803144,63.358198,-29.689543,435.378417,-2.701159,1.140976,-30.073153
7.413128,417.284892,-195.214171,3993.871854,63.271059,-29.652768,434.405834,-2.683084,1.131807,-30.045138
7.445478,419.330308,-196.172844,4007.909149,63.184750,-29.616335,433.436025,-2.653887,1.121923,-29.929956
7.477827,421.372945,-197.130343,4021.915127,63.099297,-29.580142,432.469610,-2.627985,1.116199,-29.814947
7.510177,423.412829,-198.086673,4035.889901,63.014598,-29.544085,431.506881,-2.607590,1.113573,-29.699906
7.542527,425.449979,-199.041837,4049.833563,62.930273,-29.508004,430.546386,-2.604861,1.117364,-29.671220
7.574877,427.484405,-199.995835,4063.746200,62.846189,-29.471911,429.588685,-2.596854,1.115785,-29.555480
7.607227,429.516115,-200.948665,4077.627914,62.762255,-29.435878,428.634392,-2.593233,1.112211,-29.440100
7.639577,431.545111,-201.900333,4091.478814,62.678401,-29.400002,427.683782,-2.591576,1.105533,-29.325478
7.671927,433.571393,-202.850844,4105.299001,62.594464,-29.364330,426.735748,-2.597682,1.099058,-29.277250
7.709337,435.911228,-203.948595,4121.242673,62.497412,-29.323487,425.642821,-2.593616,1.084642,-29.167552
7.746747,438.247438,-205.044830,4137.145540,62.400641,-29.283238,424.554133,-2.580637,1.066524,-29.039236
7.784157,440.580035,-206.139569,4153.007738,62.304223,-29.243569,423.468321,-2.572148,1.052809,-28.998414
7.821566,442.909037,-207.232835,4168.829381,62.208486,-29.204504,422.386131,-2.547242,1.035965,-28.872877
7.858976,445.234475,-208.324650,4184.610622,62.113678,-29.165993,421.308260,-2.519799,1.022425,-28.748523
7.896386,447.556380,-209.415031,4200.351597,62.019655,-29.127823,420.233260,-2.504113,1.017581,-28.710224
7.933796,449.874782,-210.503988,4216.052419,61.926439,-29.089895,419.161833,-2.480758,1.011483,-28.586204
7.971206,452.189710,-211.591530,4231.713240,61.833960,-29.052136,418.094685,-2.462719,1.007676,-28.462383
8.008616,454.501190,-212.677662,4247.334226,61.742057,-29.014508,417.032131,-2.450355,1.004409,-28.338828
8.046026,456.809235,-213.762388,4262.915518,61.650319,-28.976930,415.972507,-2.453585,1.004563,-28.300341
8.083436,459.113851,-214.845711,4278.457237,61.558695,-28.939503,414.916424,-2.448170,0.997506,-28.177320
8.120845,461.415043,-215.927640,4293.959527,61.467225,-28.902372,413.864547,-2.442606,0.987345,-28.055467
8.158255,463.712813,-217.008185,4309.422513,61.375776,-28.865573,412.815435,-2.445490,0.978920,-28.019593
8.195665,466.007167,-218.087362,4324.846319,61.284562,-28.829235,411.769758,-2.433124,0.963983,-27.900061
8.233075,468.298119,-219.165190,4340.231084,61.193841,-28.793444,410.728169,-2.416189,0.948617,-27.782105
8.270485,470.585688,-220.241689,4355.576964,61.103812,-28.758210,409.690937,-2.395476,0.934301,-27.665560
8.307895,472.869900,-221.316877,4370.884086,61.014375,-28.723385,408.656373,-2.383680,0.926706,-27.634227
8.345305,475.150779,-222.390769,4386.152570,60.925652,-28.688911,407.625070,-2.360945,0.917318,-27.518811
8.382715,477.428353,-223.463377,4401.382549,60.837698,-28.654725,406.597701,-2.340387,0.910578,-27.403897
8.420125,479.702645,-224.534708,4416.574137,60.750222,-28.620666,405.572850,-2.334512,0.910238,-27.374181
8.457534,481.973674,-225.604768,4431.727450,60.663176,-28.586720,404.551231,-2.321541,0.906078,-27.259220
8.464206,482.378344,-225.795468,4434.425861,60.647690,-28.580661,404.369438,-2.320627,0.909102,-27.238572
8.470878,482.782912,-225.986127,4437.123059,60.632200,-28.574545,404.187785,-2.322032,0.920890,-27.217335
8.477549,483.187376,-226.176745,4439.819046,60.616699,-28.568358,404.006245,-2.324290,0.932788,-27.202245
8.486695,483.741549,-226.437937,4443.511600,60.595417,-28.559687,403.757679,-2.327080,0.948100,-27.179134
8.495840,484.295528,-226.699048,4447.201883,60.574110,-28.550885,403.509323,-2.329769,0.962438,-27.156116
8.507752,485.016934,-227.039083,4452.006642,60.546337,-28.539317,403.186012,-2.333129,0.980122,-27.126234
8.519665,485.738008,-227.378978,4456.807553,60.518528,-28.527554,402.863055,-2.336142,0.995691,-27.096553
8.531577,486.458751,-227.718733,4461.604619,60.490686,-28.515623,402.540450,-2.338670,1.008815,-27.067108
8.556411,487.960243,-228.426571,4471.592890,60.432565,-28.490328,401.869023,-2.341921,1.027328,-27.006584
8.581244,489.460292,-229.133779,4481.564503,60.374405,-28.464726,401.199085,-2.341692,1.032572,-26.947387
8.606078,490.958897,-229.840351,4491.519498,60.316300,-28.439159,400.530598,-2.337413,1.024199,-26.889638
8.630912,492.456061,-230.546292,4501.457909,60.258349,-28.413950,399.863528,-2.329058,1.003550,-26.833371
8.659376,494.170317,-231.354667,4512.828788,60.192242,-28.385852,399.100643,-2.314963,0.968089,-26.770321
8.687840,495.882697,-232.162255,4524.177979,60.126589,-28.358885,398.339535,-2.297261,0.925351,-26.708389
